ATTITUDE {time_boot_ms : 832762, roll : -0.08837468922138214, pitch : -0.022928260266780853, yaw : -2.210425853729248, rollspeed : -0.0003516238648444414, pitchspeed : 0.00015509479271713644, yawspeed : 9.47260414250195e-05}
ATTITUDE {time_boot_ms : 832810, roll : -0.08837221562862396, pitch : -0.0229082852602005, yaw : -2.2104578018188477, rollspeed : 0.00028663710691034794, pitchspeed : 0.0004177453520242125, yawspeed : -0.0006053013494238257}
ATTITUDE {time_boot_ms : 832860, roll : -0.08834438025951385, pitch : -0.022924061864614487, yaw : -2.2104456424713135, rollspeed : 0.0007118502398952842, pitchspeed : -0.0005929907783865929, yawspeed : -5.3384515922516584e-05}
ATTITUDE {time_boot_ms : 832912, roll : -0.0883343368768692, pitch : -0.022909004241228104, yaw : -2.21045184135437, rollspeed : 0.0004692168440669775, pitchspeed : 0.00034821315784938633, yawspeed : -5.169241921976209e-05}
ATTITUDE {time_boot_ms : 832960, roll : -0.08833488821983337, pitch : -0.022921215742826462, yaw : -2.210440158843994, rollspeed : -0.00025273440405726433, pitchspeed : -0.00045893003698438406, yawspeed : -0.00012983829947188497}
ATTITUDE {time_boot_ms : 833010, roll : -0.08834780007600784, pitch : -0.022938724607229233, yaw : -2.2104477882385254, rollspeed : 0.0004883912624791265, pitchspeed : -0.0006843660376034677, yawspeed : -0.00029854162130504847}
ATTITUDE {time_boot_ms : 833060, roll : -0.0883488804101944, pitch : -0.02295869216322899, yaw : -2.2104339599609375, rollspeed : -0.000342406565323472, pitchspeed : -0.0002775715838652104, yawspeed : 0.0006516459980048239}
ATTITUDE {time_boot_ms : 833110, roll : -0.08835379779338837, pitch : -0.022936131805181503, yaw : -2.2104244232177734, rollspeed : -0.0002768966369330883, pitchspeed : 0.0004078370984643698, yawspeed : 0.0007903720252215862}
ATTITUDE {time_boot_ms : 833160, roll : -0.08833189308643341, pitch : -0.02291709929704666, yaw : -2.2104177474975586, rollspeed : 0.0001856092130765319, pitchspeed : 1.082196831703186e-06, yawspeed : 0.0001161472755484283}
ATTITUDE {time_boot_ms : 833210, roll : -0.08833438158035278, pitch : -0.022929422557353973, yaw : -2.2104077339172363, rollspeed : 0.0005244527710601687, pitchspeed : -0.0007518986240029335, yawspeed : 0.00027979386504739523}
ATTITUDE {time_boot_ms : 833262, roll : -0.08831094950437546, pitch : -0.022931192070245743, yaw : -2.2104332447052, rollspeed : -7.323292084038258e-05, pitchspeed : -0.00011316160089336336, yawspeed : -0.000872913165949285}
ATTITUDE {time_boot_ms : 833310, roll : -0.0883137509226799, pitch : -0.022940650582313538, yaw : -2.2104547023773193, rollspeed : 0.0004759680014103651, pitchspeed : -0.00027897924883291125, yawspeed : -0.0002749405102804303}
ATTITUDE {time_boot_ms : 833360, roll : -0.08829322457313538, pitch : -0.022952962666749954, yaw : -2.2104930877685547, rollspeed : 0.0005310485139489174, pitchspeed : -0.00035695338738150895, yawspeed : -0.0008608821663074195}
ATTITUDE {time_boot_ms : 833410, roll : -0.08827317506074905, pitch : -0.0229264497756958, yaw : -2.210489273071289, rollspeed : -0.0006708831060677767, pitchspeed : 0.0011115018278360367, yawspeed : 0.00015743222320452332}
ATTITUDE {time_boot_ms : 833460, roll : -0.08827008306980133, pitch : -0.022886160761117935, yaw : -2.210495710372925, rollspeed : -0.00041618430987000465, pitchspeed : 0.0012091882526874542, yawspeed : 0.0005106457974761724}
ATTITUDE {time_boot_ms : 833510, roll : -0.08828386664390564, pitch : -0.022864431142807007, yaw : -2.210529088973999, rollspeed : 0.00027200381737202406, pitchspeed : -0.0003202777006663382, yawspeed : -0.0006250261212699115}
ATTITUDE {time_boot_ms : 833560, roll : -0.08829442411661148, pitch : -0.022905010730028152, yaw : -2.2105348110198975, rollspeed : -0.0003816897515207529, pitchspeed : -0.0007703336887061596, yawspeed : -0.00012338056694716215}
ATTITUDE {time_boot_ms : 833610, roll : -0.08830571919679642, pitch : -0.022921670228242874, yaw : -2.210531234741211, rollspeed : -0.0012665183749049902, pitchspeed : -0.0004247004399076104, yawspeed : 9.302794933319092e-05}
ATTITUDE {time_boot_ms : 833660, roll : -0.08829102665185928, pitch : -0.02292361855506897, yaw : -2.210541009902954, rollspeed : 0.001263561425730586, pitchspeed : -0.0005099878180772066, yawspeed : -5.274196155369282e-05}
ATTITUDE {time_boot_ms : 833709, roll : -0.08826354891061783, pitch : -0.022890549153089523, yaw : -2.210556745529175, rollspeed : 0.00021090393420308828, pitchspeed : 0.0007385031785815954, yawspeed : -0.0007022214704193175}
ATTITUDE {time_boot_ms : 833759, roll : -0.08824599534273148, pitch : -0.022874955087900162, yaw : -2.2105894088745117, rollspeed : 0.001198377925902605, pitchspeed : 0.00013532322191167623, yawspeed : -0.0007629557512700558}
ATTITUDE {time_boot_ms : 833810, roll : -0.08823013305664062, pitch : -0.022878777235746384, yaw : -2.2105965614318848, rollspeed : 0.000727569218724966, pitchspeed : 0.00019030930707231164, yawspeed : 8.02123686298728e-05}
ATTITUDE {time_boot_ms : 833861, roll : -0.0882563441991806, pitch : -0.022871393710374832, yaw : -2.2105913162231445, rollspeed : -0.0006791686173528433, pitchspeed : 0.0003752319316845387, yawspeed : -7.147900760173798e-05}
ATTITUDE {time_boot_ms : 833912, roll : -0.08827696740627289, pitch : -0.0228755921125412, yaw : -2.2105727195739746, rollspeed : 0.0001372395781800151, pitchspeed : -0.0008600089931860566, yawspeed : 0.0007288180640898645}
ATTITUDE {time_boot_ms : 833959, roll : -0.08826063573360443, pitch : -0.022887513041496277, yaw : -2.210592031478882, rollspeed : 0.0005647358484566212, pitchspeed : -0.0001010713167488575, yawspeed : 0.00013301847502589226}
ATTITUDE {time_boot_ms : 834009, roll : -0.08825579285621643, pitch : -0.022869668900966644, yaw : -2.2106053829193115, rollspeed : -0.00033096526749432087, pitchspeed : 0.0001998776861000806, yawspeed : -0.0005281963967718184}
ATTITUDE {time_boot_ms : 834065, roll : -0.08824329078197479, pitch : -0.022845018655061722, yaw : -2.2106144428253174, rollspeed : 0.0001483708620071411, pitchspeed : 0.0006763764540664852, yawspeed : -1.985830022022128e-05}
ATTITUDE {time_boot_ms : 834109, roll : -0.08825672417879105, pitch : -0.022838298231363297, yaw : -2.2106292247772217, rollspeed : -5.6461431086063385e-06, pitchspeed : -0.00013952594599686563, yawspeed : -0.00011933845235034823}
ATTITUDE {time_boot_ms : 834159, roll : -0.08825035393238068, pitch : -0.02281128615140915, yaw : -2.210632085800171, rollspeed : 0.000303841894492507, pitchspeed : 0.0008812763262540102, yawspeed : 4.9152644351124763e-05}
ATTITUDE {time_boot_ms : 834210, roll : -0.08827365934848785, pitch : -0.02275804430246353, yaw : -2.2106220722198486, rollspeed : -0.0005061989650130272, pitchspeed : 0.0007215364021249115, yawspeed : 0.0004627027956303209}
ATTITUDE {time_boot_ms : 834259, roll : -0.0882851853966713, pitch : -0.022810548543930054, yaw : -2.2106094360351562, rollspeed : -8.705304935574532e-05, pitchspeed : -0.0013557883212342858, yawspeed : 0.0002018928062170744}
ATTITUDE {time_boot_ms : 834309, roll : -0.08828343451023102, pitch : -0.0228709876537323, yaw : -2.2105932235717773, rollspeed : 0.0004497396294027567, pitchspeed : -0.0003066495119128376, yawspeed : 0.00030726450495421886}
ATTITUDE {time_boot_ms : 834359, roll : -0.08826781809329987, pitch : -0.022836722433567047, yaw : -2.2105560302734375, rollspeed : -0.0006159001495689154, pitchspeed : 0.0012175962328910828, yawspeed : 0.0007865161169320345}
ATTITUDE {time_boot_ms : 834409, roll : -0.08829706907272339, pitch : -0.022773507982492447, yaw : -2.2105350494384766, rollspeed : -0.0012988909147679806, pitchspeed : 0.0008464618003927171, yawspeed : 0.0005724654765799642}
ATTITUDE {time_boot_ms : 834459, roll : -0.08836625516414642, pitch : -0.02276068553328514, yaw : -2.2105190753936768, rollspeed : -0.0009141257032752037, pitchspeed : -0.0002324186498299241, yawspeed : 0.00029342586640268564}
